    0.0000000000  986.6025390625 -150.0000000000
 -100.0000000000  936.6025390625 -236.6025390625
 -100.0000000000  763.3974609375 -136.6025390625
    0.0000000000  813.3974609375  -50.0000000000
#

    0.0000000000  986.6025390625 -150.0000000000
  100.0000000000  936.6025390625 -236.6025390625
  100.0000000000  763.3974609375 -136.6025390625
    0.0000000000  813.3974609375  -50.0000000000
#

    0.0000000000  986.6025390625 -150.0000000000
  100.0000000000 1036.6025390625  -63.3974609375
  100.0000000000  863.3974609375   36.6025390625
    0.0000000000  813.3974609375  -50.0000000000
#

    0.0000000000  986.6025390625 -150.0000000000
 -100.0000000000 1036.6025390625  -63.3974609375
 -100.0000000000  863.3974609375   36.6025390625
    0.0000000000  813.3974609375  -50.0000000000
#

    0.0000000000  986.6025390625 -150.0000000000
 -100.0000000000  936.6025390625 -236.6025390625
 -100.0000000000  763.3974609375 -136.6025390625
    0.0000000000  813.3974609375  -50.0000000000
#




